 Persistent EPS in the Last Four Seasons, Debt ratio %, Net worth/Assets,Bankrupt?
0.234943745863666,0.121927623424132,0.878072376575868,0
0.185024108915572,0.207576261450555,0.792423738549445,1
0.256499952727617,0.140067116122986,0.859932883877014,0
0.201853077432164,0.153792665598452,0.846207334401548,1
0.231918313321358,0.195090243976177,0.804909756023823,1
0.203082159402477,0.0662696133264806,0.933730386673519,0
0.167438782263402,0.199685582126553,0.800314417873447,1
0.210645740758249,0.199685582126553,0.800314417873447,1
0.21924931455044,0.21362275901684,0.786377240983161,0
0.226056537770634,0.023974362850319,0.976025637149681,0
0.21858750118181,0.196662333343411,0.803337666656589,0
0.217736598279285,0.161864739849442,0.838135260150558,1
0.192398600737449,0.157934516431357,0.842065483568643,1
0.222842015694431,0.168062399854884,0.831937600145116,0
0.221329299423277,0.0591347461982646,0.940865253801735,0
0.203743972771107,0.16479729116909,0.83520270883091,1
0.213860262834452,0.123106690449557,0.876893309550443,0
0.158173395102581,0.214983220969254,0.785016779030746,1
0.226907440673159,0.120960183813526,0.879039816186474,0
0.138697173111468,0.285999334885268,0.714000665114732,0
0.199962182093221,0.196994890709557,0.803005109290444,1
0.229932873215468,0.0569882395622336,0.943011760437766,0
0.252434527748889,0.067720772742389,0.932279227257611,0
0.132268128959062,0.243704084409106,0.756295915590894,1
0.223031105228326,0.0949904767663331,0.905009523233667,0
0.212063912262456,0.0825346917797865,0.917465308220213,0
0.233714663893353,0.109441605949754,0.890558394050246,0
0.236361917367874,0.0487952353599178,0.951204764640082,0
0.226623806372317,0.207485563987061,0.792514436012939,1
0.194573130377234,0.119267164494966,0.880732835505034,1
0.200151271627115,0.0207394866523566,0.979260513347643,0
0.204594875673631,0.189104211385555,0.810895788614445,1
0.193533137940815,0.1730809928349,0.8269190071651,1
0.2205729412877,0.155153127550866,0.844846872449134,0
0.238252812706817,0.076216101823019,0.923783898176981,0
0.23116195518578,0.0604649756628473,0.939535024337153,0
0.226434716838423,0.0896393264201711,0.910360673579829,0
0.222652926160537,0.181667019379025,0.818332980620975,0
0.213009359931928,0.200925114127642,0.799074885872359,1
0.22454382149948,0.123015992986063,0.876984007013937,0
0.192020421669661,0.175529824349246,0.824470175650754,1
0.213954807601399,0.0449254769174955,0.955074523082504,0
0.151744350950175,0.249538954560571,0.750461045439429,1
0.195424033279758,0.157511261601717,0.842488738398283,1
0.201569443131323,0.0288720258790096,0.97112797412099,0
0.180580504869056,0.207515796474892,0.792484203525108,1
0.222085657558854,0.0795416754844756,0.920458324515524,0
0.217452963978444,0.160806602775342,0.839193397224658,0
0.231918313321358,0.195090243976177,0.804909756023823,1
0.238158267939869,0.156846146869426,0.843153853130574,0
0.158173395102581,0.23487619796233,0.76512380203767,1
0.214616620970029,0.193276294706291,0.806723705293709,1
0.197976741987331,0.216555310336488,0.783444689663512,1
0.194384040843339,0.0749463373340992,0.925053662665901,0
0.24808546846932,0.121625298545817,0.878374701454183,0
0.232012858088305,0.132781086555613,0.867218913444387,0
0.22785288834263,0.160141488043051,0.839858511956949,0
0.166209700293089,0.158660096139311,0.841339903860689,1
0.109577384891746,0.288659793814433,0.711340206185567,1
0.1840786612461,0.178885630498534,0.821114369501466,1
0.214616620970029,0.145297336517822,0.854702663482178,0
0.216885695376761,0.188953048946398,0.811046951053602,1
0.227096530207053,0.119599721861112,0.880400278138888,0
0.210645740758249,0.230673882153762,0.769326117846238,1
0.223692918596956,0.109381140974091,0.890618859025909,0
0.236078283067032,0.156241497112797,0.843758502887203,1
0.237401909804292,0.0652114762523808,0.934788523747619,0
0.240238252812707,0.12464854732896,0.87535145267104,0
0.193060414106079,0.206125102034646,0.793874897965353,1
0.212158457029403,0.124376454938477,0.875623545061523,0
0.132079039425168,0.19239955255918,0.80760044744082,1
0.217831143046232,0.130332255041267,0.869667744958733,0
0.121206391226246,0.247362215436708,0.752637784563292,1
0.200151271627115,0.149862442180367,0.850137557819633,0
0.198071286754278,0.126311334159688,0.873688665840312,1
0.189467712962088,0.200139069444025,0.799860930555976,1
0.169518767136239,0.2131995041872,0.7868004958128,1
0.190318615864612,0.227106448589654,0.772893551410346,1
0.203365793703318,0.235692475133779,0.764307524866221,1
0.222463836626643,0.0701696042567343,0.929830395743266,0
0.241845513850808,0.141699670465883,0.858300329534117,0
0.214805710503924,0.0939323396922333,0.906067660307767,0
0.174340550250544,0.12210901835112,0.87789098164888,1
0.175002363619174,0.221452973365178,0.778547026634822,1
0.202514890800794,0.228890165371708,0.771109834628292,1
0.176515079890328,0.118390422347855,0.881609577652145,1
0.127540890611705,0.281222601807903,0.718777398192097,1
0.220005672686017,0.142818272515645,0.857181727484355,0
0.22652926160537,0.133174108897421,0.866825891102579,0
0.163656991585516,0.214439036188288,0.785560963811712,1
0.268885317197693,0.0393324666686822,0.960667533331318,0
0.214616620970029,0.196390240952928,0.803609759047072,1
0.220100217452964,0.129002025576685,0.870997974423315,0
0.199489458258485,0.104423012969737,0.895576987030263,1
0.191169518767136,0.177222843667805,0.822777156332195,0
0.22189656802496,0.0917556005683708,0.908244399431629,0
0.195329488512811,0.160564742872691,0.839435257127309,0
0.10182471400208,0.292590017232518,0.707409982767482,1
0.209416658787936,0.0785742358738701,0.92142576412613,0
0.20563486811005,0.119932279227258,0.880067720772742,1
0.212253001796351,0.167427517610424,0.832572482389576,1
0.21924931455044,0.136741542461529,0.863258457538471,0
0.2023258012669,0.217220425068779,0.782779574931221,1
0.259147206202137,0.0966532635970614,0.903346736402939,0
0.219816583152123,0.115578800979533,0.884421199020467,0
0.225772903469793,0.06137195029779,0.93862804970221,0
0.10182471400208,0.1957855911963,0.8042144088037,1
0.185118653682519,0.153974060525441,0.846025939474559,1
0.122340928429611,0.194787919097863,0.805212080902137,1
0.219438404084334,0.109078816095777,0.890921183904223,0
0.214427531436135,0.204039060374278,0.795960939625722,1
0.223787463363903,0.178250748254074,0.821749251745926,1
0.22454382149948,0.0624905523475527,0.937509447652447,0
0.203838517538054,0.246576170753091,0.753423829246909,1
0.217736598279285,0.161864739849442,0.838135260150558,1
0.137751725441997,0.164192641412462,0.835807358587538,1
0.197976741987331,0.216555310336488,0.783444689663512,1
0.208565755885412,0.100129999697675,0.899870000302325,0
0.212253001796351,0.167427517610424,0.832572482389576,1
0.210645740758249,0.199685582126553,0.800314417873447,1
0.187198638555356,0.276113311364392,0.723886688635608,1
0.278245249125461,0.170964718686701,0.829035281313299,0
0.219722038385175,0.183662363575899,0.816337636424101,0
0.169424222369292,0.18665537987121,0.81334462012879,1
0.227569254041789,0.185234452943133,0.814765547056867,0
0.213765718067505,0.148290352813133,0.851709647186867,0
0.224449276732533,0.158297306285334,0.841702693714666,0
0.225394724402004,0.170208906490915,0.829791093509085,0
0.216223882008131,0.132055506847658,0.867944493152341,1
0.16914058806845,0.207576261450555,0.792423738549445,1
0.216318426775078,0.175348429422257,0.824651570577743,1
0.232296492389146,0.0858602654412431,0.914139734558757,0
0.252907251583625,0.0809928349003839,0.919007165099616,0
0.109577384891746,0.288659793814433,0.711340206185567,1
0.204216696605843,0.114943918735073,0.885056081264927,1
0.166209700293089,0.158660096139311,0.841339903860689,1
0.215940247707289,0.097197448378027,0.902802551621973,1
0.21026756169046,0.0428999002327902,0.95710009976721,0
0.158173395102581,0.214983220969254,0.785016779030746,1
0.178500519996218,0.190343743386643,0.809656256613357,1
0.212536636097192,0.185687940260604,0.814312059739396,1
0.215940247707289,0.0659068234725036,0.934093176527496,1
0.171031483407393,0.199776279590047,0.800223720409953,1
0.186536825186726,0.147141518275539,0.852858481724461,1
0.219816583152123,0.0873416573449829,0.912658342655017,0
0.16053701427626,0.100220697161169,0.899779302838831,0
0.196369480949229,0.13399038606887,0.86600961393113,1
0.163656991585516,0.214439036188288,0.785560963811712,1
0.236740096435662,0.0628835746893612,0.937116425310639,0
0.219343859317387,0.0887928167608912,0.911207183239109,0
0.218965680249598,0.138918281585392,0.861081718414608,0
0.298950553086887,0.176648426399008,0.823351573600992,0
0.246856386499007,0.113462526831333,0.886537473168667,0
0.185307743216413,0.224839012002298,0.775160987997702,1
0.246667296965113,0.0462859388699096,0.95371406113009,0
0.202514890800794,0.228890165371708,0.771109834628292,1
0.224449276732533,0.0136348520119721,0.986365147988028,0
0.256310863193722,0.203887897935121,0.796112102064879,0
0.249220005672686,0.103274178432143,0.896725821567857,0
0.210078472156566,0.199655349638722,0.800344650361278,1
0.202609435567741,0.124164827523657,0.875835172476343,0
0.245721849295641,0.161471717507634,0.838528282492366,0
0.25905266143519,0.0806300450464068,0.919369954953593,0
0.237307365037345,0.0797533028992956,0.920246697100704,0
0.210551195991302,0.0198929769930768,0.980107023006923,0
0.177744161860641,0.186201892553738,0.813798107446262,1
0.193722227474709,0.151464764035432,0.848535235964567,1
0.209794837855725,0.113099736977356,0.886900263022644,0
0.207903942516782,0.22913202527436,0.77086797472564,0
0.223314739529167,0.128125283429573,0.871874716570427,0
0.162049730547414,0.166792635365964,0.833207364634036,1
0.163656991585516,0.214439036188288,0.785560963811712,1
0.222747470927484,0.199927442029205,0.800072557970795,0
0.24146733478302,0.174955407080449,0.825044592919551,0
0.194762219911128,0.05245336638752,0.94754663361248,0
0.216696605842867,0.064727756447078,0.935272243552922,0
0.234754656329772,0.0836532938295492,0.916346706170451,0
0.196369480949229,0.13399038606887,0.86600961393113,1
0.226340172071476,0.0745533149922907,0.925446685007709,0
0.238725536541552,0.0395440940835021,0.960455905916498,0
0.195424033279758,0.157511261601717,0.842488738398283,1
0.223787463363903,0.12147413610666,0.87852586389334,0
0.189845892029876,0.126885751428485,0.873114248571515,1
0.207336673915099,0.176557728935514,0.823442271064486,0
0.231351044719675,0.0899114188106539,0.910088581189346,0
0.138886262645363,0.173201922786226,0.826798077213774,0
0.195896757114494,0.116122985760498,0.883877014239502,0
0.228609246478207,0.110650905463011,0.889349094536989,0
0.200907629762693,0.217552982434925,0.782447017565076,1
0.466483880117236,0.0607975330289929,0.939202466971007,0
0.175002363619174,0.221452973365178,0.778547026634822,1
0.194856764678075,0.189315838800375,0.810684161199625,1
0.216885695376761,0.188953048946398,0.811046951053602,1
0.216507516308972,0.0757323820177162,0.924267617982284,0
0.132079039425168,0.19239955255918,0.80760044744082,1
0.226718351139264,0.135441545484778,0.864558454515222,0
0.197314928618701,0.151041509205793,0.848958490794207,1
0.19967854779238,0.175953079178886,0.824046920821114,1
0.260565377706344,0.0666324031804577,0.933367596819542,0
0.217169329677602,0.0596789309792303,0.94032106902077,0
0.262078093977498,0.0908486259334281,0.909151374066572,0
0.179256878131795,0.185264685430964,0.814735314569036,1
0.218209322114021,0.230341324787617,0.769658675212383,0
0.198260376288172,0.161894972337274,0.838105027662726,0
0.230594686584098,0.0639114792756296,0.93608852072437,0
0.217736598279285,0.161864739849442,0.838135260150558,1
0.169329677602345,0.218822746923844,0.781177253076156,1
0.2388200813085,0.0640626417147867,0.935937358285213,0
0.200907629762693,0.110016023218551,0.889983976781449,0
0.21792568781318,0.122622970644254,0.877377029355746,1
0.179256878131795,0.185264685430964,0.814735314569036,1
0.143708045759667,0.293708619282281,0.706291380717719,1
0.222180202325801,0.0785742358738701,0.92142576412613,0
0.199962182093221,0.196994890709557,0.803005109290444,1
0.175002363619174,0.221452973365178,0.778547026634822,1
0.300274179824147,0.182513529038305,0.817486470961695,0
0.115060981374681,0.30537835958521,0.69462164041479,1
0.220383851753805,0.139613628805514,0.860386371194486,1
0.227663798808736,0.0543580131208997,0.9456419868791,0
0.200813084995745,0.0695649545001058,0.930435045499894,0
0.20563486811005,0.119932279227258,0.880067720772742,1
0.185969556585043,0.158750793602806,0.841249206397194,1
0.215940247707289,0.097197448378027,0.902802551621973,1
0.197598562919542,0.155425219941349,0.844574780058651,1
0.268128959062116,0.138404329292257,0.861595670707743,0
0.197125839084807,0.148713607642773,0.851286392357227,1
0.20431124137279,0.161743809898116,0.838256190101883,1
0.237023730736504,0.0962300087674215,0.903769991232579,0
0.213954807601399,0.19218792514436,0.80781207485564,1
0.215562068639501,0.134322943435015,0.865677056564985,0
0.187198638555356,0.276113311364392,0.723886688635608,1
0.227758343575683,0.157874051455694,0.842125948544306,0
0.215845702940342,0.147141518275539,0.852858481724461,1
0.179824146733478,0.189618163678689,0.810381836321311,1
0.232012858088305,0.206790216766938,0.793209783233062,0
0.195802212347547,0.215648335701545,0.784351664298455,1
0.229743783681573,0.104967197750703,0.895032802249297,0
0.267278056159592,0.164041478973305,0.835958521026695,0
0.174435095017491,0.180427487377936,0.819572512622064,1
0.224449276732533,0.136590380022372,0.863409619977628,0
0.204405786139737,0.194394896756054,0.805605103243946,1
0.190224071097665,0.331892251413369,0.668107748586631,1
0.217358419211497,0.0765486591891647,0.923451340810835,0
0.255554505058145,0.0888835142243855,0.911116485775615,0
0.23116195518578,0.173625177615866,0.826374822384134,0
0.224449276732533,0.0426278078423073,0.957372192157693,0
0.201191264063534,0.197539075490522,0.802460924509478,1
0.221802023258013,0.113432294343502,0.886567705656499,0
0.225111090101163,0.100734649454304,0.899265350545696,0
0.216223882008131,0.189678628654352,0.810321371345648,0
0.237212820270398,0.127974120990416,0.872025879009584,0
0.241089155715231,0.0802067902167669,0.919793209783233,0
0.231067410418833,0.0973788433050156,0.902621156694984,0
0.24279096152028,0.0783021434833872,0.921697856516613,0
0.221802023258013,0.196964658221725,0.803035341778275,1
0.256121773659828,0.111164857756145,0.888835142243855,0
0.220478396520753,0.138162469389606,0.861837530610394,0
0.189467712962088,0.200139069444025,0.799860930555976,1
0.197976741987331,0.216555310336488,0.783444689663512,1
0.231729223787463,0.101157904283944,0.898842095716057,0
0.232201947622199,0.117513680200744,0.882486319799256,0
0.178405975229271,0.236418054841733,0.763581945158267,1
0.1840786612461,0.178885630498534,0.821114369501466,1
0.196085846648388,0.231883181667019,0.768116818332981,1
0.195424033279758,0.157511261601717,0.842488738398283,1
0.233714663893353,0.0284185385615382,0.971581461438462,0
0.243263685355016,0.152976388427004,0.847023611572996,0
0.215278434338659,0.0152976388427004,0.9847023611573,0
0.226623806372317,0.0575324243431992,0.942467575656801,0
0.0,0.326934123409015,0.673065876590985,1
0.115060981374681,0.30537835958521,0.69462164041479,1
0.218682045948757,0.0624603198597213,0.937539680140279,0
0.235511014465349,0.0594370710765789,0.940562928923421,0
0.206202136711733,0.182997248843607,0.817002751156393,0
0.211118464592985,0.147474075641685,0.852525924358316,1
0.20762030821594,0.114822988783747,0.885177011216253,0
0.241656424316914,0.102488133748526,0.897511866251474,0
0.223976552897797,0.118148562445204,0.881851437554796,0
0.232863760990829,0.0151767088913747,0.984823291108625,0
0.243830953956698,0.207001844181758,0.792998155818242,0
0.217452963978444,0.164404268827282,0.835595731172718,0
0.109577384891746,0.288659793814433,0.711340206185567,1
0.28127068166777,0.0510324394594431,0.948967560540557,0
0.186536825186726,0.147141518275539,0.852858481724461,1
0.254703602155621,0.187894911872298,0.812105088127702,0
0.223598373830008,0.117997400006046,0.882002599993954,0
0.22322019476222,0.167034495268616,0.832965504731384,0
0.186536825186726,0.147141518275539,0.852858481724461,1
0.190318615864612,0.227106448589654,0.772893551410346,1
0.231445589486622,0.106871844484083,0.893128155515917,0
0.228325612177366,0.137981074462618,0.862018925537382,0
0.252150893448048,0.100643951990809,0.899356048009191,0
0.226245627304529,0.173746107567192,0.826253892432808,0
0.122340928429611,0.194787919097863,0.805212080902137,1
0.132268128959062,0.243704084409106,0.756295915590894,1
0.178973243830954,0.271457508238353,0.728542491761647,1
0.178405975229271,0.236418054841733,0.763581945158267,1
0.215940247707289,0.0659068234725036,0.934093176527496,1
0.255270870757304,0.1208392538622,0.8791607461378,0
0.171315117708235,0.276869123560178,0.723130876439822,1
0.220951120355488,0.141548508026726,0.858451491973275,0
0.222747470927484,0.183813526015056,0.816186473984944,1
0.199205823957644,0.166520542975481,0.833479457024519,1
0.26500898175286,0.0433533875502615,0.956646612449739,0
0.197314928618701,0.129395047918493,0.870604952081507,1
0.2089439349532,0.182785621428787,0.817214378571213,1
0.220289306986858,0.0927532726668077,0.907246727333192,0
0.177271438025905,0.211446019892977,0.788553980107023,1
0.204594875673631,0.189104211385555,0.810895788614445,1
0.260092653871608,0.177494936058288,0.822505063941712,0
0.235511014465349,0.118239259908698,0.881760740091302,0
0.210740285525196,0.167518215073918,0.832481784926082,1
0.247707289401532,0.0372464250083139,0.962753574991686,0
0.19135860830103,0.184297245820359,0.815702754179641,0
0.121206391226246,0.247362215436708,0.752637784563292,1
0.177271438025905,0.211446019892977,0.788553980107023,1
0.19835492105512,0.0654533361550322,0.934546663844968,1
0.170842393873499,0.169634489222118,0.830365510777882,1
0.177744161860641,0.186201892553738,0.813798107446262,1
0.205729412876997,0.175076337031774,0.824923662968226,1
0.177365982792852,0.108443933851317,0.891556066148683,1
0.183511392644417,0.155848474770989,0.844151525229011,0
0.215278434338659,0.1904949058258,0.8095050941742,1
0.21858750118181,0.177676330985277,0.822323669014723,0
0.16318426775078,0.153520573207969,0.846479426792031,1
0.219532948851281,0.122078785863289,0.877921214136711,0
0.176042356055592,0.173746107567192,0.826253892432808,1
0.220478396520753,0.0923300178371678,0.907669982162832,0
0.228798336012102,0.0945369894488617,0.905463010551138,0
0.109577384891746,0.288659793814433,0.711340206185567,1
0.244681856859223,0.13018109260211,0.86981890739789,0
0.288077904887964,0.0579556791728391,0.942044320827161,0
0.22586744823674,0.219971581461438,0.780028418538562,1
0.169518767136239,0.2131995041872,0.7868004958128,1
0.214616620970029,0.0251836623635759,0.974816337636424,0
0.153067977687435,0.172687970493092,0.827312029506908,1
0.246667296965113,0.13145085709103,0.86854914290897,0
0.178405975229271,0.236418054841733,0.763581945158267,1
0.232391037156093,0.1055416150195,0.8944583849805,0
0.227569254041789,0.100613719502978,0.899386280497022,0
0.192587690271343,0.0168092632342715,0.983190736765728,1
0.223787463363903,0.0531789460954742,0.946821053904526,0
0.271343481138319,0.0948090818393445,0.905190918160655,0
0.231918313321358,0.0584696314659733,0.941530368534027,0
0.194856764678075,0.189315838800375,0.810684161199625,1
0.246950931265954,0.117302052785924,0.882697947214076,0
0.169235132835398,0.102639296187683,0.897360703812317,1
0.199867637326274,0.0732230855277081,0.926776914472292,0
0.234660111562825,0.12464854732896,0.87535145267104,0
0.226623806372317,0.14206246031986,0.85793753968014,1
0.230027417982415,0.0962904737430843,0.903709526256916,0
0.228136522643472,0.142334552710343,0.857665447289658,0
0.240049163278813,0.162681017020891,0.837318982979109,0
0.221045665122435,0.0744928500166279,0.925507149983372,0
0.210078472156566,0.143453154760105,0.856546845239895,0
0.202514890800794,0.228890165371708,0.771109834628292,1
0.22388200813085,0.146869425885056,0.853130574114944,1
0.203838517538054,0.246576170753091,0.753423829246909,1
0.203365793703318,0.235692475133779,0.764307524866221,1
0.1840786612461,0.178885630498534,0.821114369501466,1
0.20431124137279,0.161743809898116,0.838256190101883,1
0.211213009359932,0.14696012334855,0.85303987665145,0
0.280703413066087,0.0790579556791728,0.920942044320827,0
0.214994800037818,0.091060253348248,0.908939746651752,0
0.146733478301976,0.23445294313269,0.76554705686731,1
0.20100217452964,0.146022916225776,0.853977083774224,1
0.21858750118181,0.146627565982405,0.853372434017595,0
0.208376666351517,0.137860144511292,0.862139855488708,0
0.20563486811005,0.134685733288992,0.865314266711008,0
0.220383851753805,0.139613628805514,0.860386371194486,1
0.170747849106552,0.163890316534148,0.836109683465852,1
0.154297059657748,0.269038909211839,0.730961090788161,1
0.18606410135199,0.220334371315416,0.779665628684584,1
0.217263874444549,0.117604377664238,0.882395622335762,0
0.216129337241184,0.1197811167881,0.880218883211899,0
0.271343481138319,0.0567161471717508,0.943283852828249,0
0.253285430651413,0.114581128881096,0.885418871118904,0
0.214427531436135,0.124315989962814,0.875684010037186,0
0.221423844190224,0.0544789430722254,0.945521056927775,0
0.239670984211024,0.0458324515524382,0.954167548447562,0
0.18606410135199,0.220334371315416,0.779665628684584,1
0.229460149380732,0.187501889530489,0.812498110469511,0
0.217074784910655,0.0276022613900898,0.97239773860991,0
0.214805710503924,0.128215980893068,0.871784019106932,0
0.222369291859696,0.16011125555522,0.83988874444478,0
0.252529072515836,0.231490159325211,0.768509840674789,1
0.172449654911601,0.213078574235874,0.786921425764126,1
0.226245627304529,0.13229736675031,0.86770263324969,0
0.220100217452964,0.0174139129909,0.9825860870091,0
0.195424033279758,0.196934425733894,0.803065574266106,1
0.230405597050203,0.206125102034646,0.793874897965353,1
0.2089439349532,0.171176346101521,0.828823653898479,1
0.151744350950175,0.249538954560571,0.750461045439429,1
0.303866880968138,0.0557789400489766,0.944221059951023,0
0.0842393873499102,0.321371345648033,0.678628654351967,1
0.219627493618228,0.17773679596094,0.822263204039061,0
